Trinity_ID	uninfected_cold	infected_cold	uninfected_warm	infected_warm	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN4589_c0_g2_i1	0	41	0	75	28.37690248	8.304912791	2.506718962	3.313060983	0.000922809	0.048650742	1	sp	Q9H9B1	EHMT1_HUMAN	30	210	108	6	617	1237	776	949	7.4e-11	70.5	EHMT1_HUMAN	reviewed	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (EC 2.1.1.43) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D	Homo sapiens (Human)	1298	chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; embryo development [GO:0009790]; histone methylation [GO:0016571]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]	chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	C2H2 zinc finger domain binding [GO:0070742]; histone-lysine N-methyltransferase activity [GO:0018024]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; methyltransferase activity [GO:0008168]; p53 binding [GO:0002039]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]	chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; C2H2 zinc finger domain binding [GO:0070742]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; histone-lysine N-methyltransferase activity [GO:0018024]; methyltransferase activity [GO:0008168]; p53 binding [GO:0002039]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]; chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; embryo development [GO:0009790]; histone methylation [GO:0016571]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]	GO:0000122; GO:0002039; GO:0005634; GO:0005654; GO:0005694; GO:0006306; GO:0006325; GO:0008168; GO:0008270; GO:0009790; GO:0016279; GO:0016571; GO:0016604; GO:0018024; GO:0018026; GO:0018027; GO:0045892; GO:0046974; GO:0046976; GO:0060992; GO:0070742; GO:1901796
TRINITY_DN29262_c0_g1_i1	0	35	0	103	33.07602038	8.434407256	2.388509623	3.531242736	0.000413612	0.029122756	1	sp	Q28DS0	SAE1_XENTR	33.8	201	117	4	47	607	9	207	9.8e-20	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11078_c0_g1_i6	0	38	0	230	62.7492775	9.088881147	2.011172458	4.519195314	6.21e-06	0.002201189	1	sp	Q5E988	RS5_BOVIN	71.2	198	48	2	147	740	16	204	7.7e-73	275.4	RS5_BOVIN	reviewed	40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]	RPS5	Bos taurus (Bovine)	204	regulation of translational fidelity [GO:0006450]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; regulation of translational fidelity [GO:0006450]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	GO:0000028; GO:0003729; GO:0003735; GO:0005925; GO:0006412; GO:0006450; GO:0016020; GO:0019843; GO:0022627; GO:0031012; GO:0070062
TRINITY_DN336_c0_g1_i6	0	82	0	55	35.17814874	8.576363982	2.341233616	3.663181634	0.000249102	0.020970825	1	sp	P90519	EF1A_CRYPV	43.9	469	229	7	48	1454	1	435	4.9e-102	373.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN225_c0_g1_i18	0	22	0	153	40.83491267	8.427322188	2.250634089	3.744421285	0.00018081	0.017953944	1	sp	Q9H361	PABP3_HUMAN	28.9	374	203	11	714	1757	71	407	1.2e-29	133.3	PABP3_HUMAN	reviewed	Polyadenylate-binding protein 3 (PABP-3) (Poly(A)-binding protein 3) (Testis-specific poly(A)-binding protein)	PABPC3 PABP3 PABPL3	Homo sapiens (Human)	631	mRNA metabolic process [GO:0016071]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]	poly(A) binding [GO:0008143]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; poly(A) binding [GO:0008143]; mRNA metabolic process [GO:0016071]	GO:0005737; GO:0005829; GO:0008143; GO:0016071; GO:0070062
TRINITY_DN1470_c0_g1_i10	152	1	89	0	59.9584681	-7.91769923	1.900226051	-4.16671439	3.09e-05	0.005304145	2	sp	O97172	U729_DROME	39.8	83	40	2	237	479	1	75	9.8e-10	68.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1667_c0_g1_i15	0	44	0	101	35.11183036	8.575527645	2.343644184	3.659056995	0.000253145	0.020989914	1	sp	P0A9Y8	CSPC_ECO57	63.4	71	24	2	64	276	1	69	1.1e-16	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8869_c0_g1_i3	0	38	0	80	28.68245189	8.300613241	2.498351601	3.322435976	0.000892351	0.04772315	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11898_c1_g1_i8	0	23	0	109	31.11864764	8.199588448	2.438646745	3.362351872	0.000772816	0.043777136	1	sp	Q6AZT7	NPHP3_XENLA	28.4	162	116	0	3303	3788	1079	1240	8.1e-12	75.1	NPHP3_XENLA	reviewed	Nephrocystin-3	nphp3	Xenopus laevis (African clawed frog)	1300	cilium assembly [GO:0060271]; convergent extension involved in gastrulation [GO:0060027]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; Wnt signaling pathway [GO:0016055]	cilium [GO:0005929]		cilium [GO:0005929]; cilium assembly [GO:0060271]; convergent extension involved in gastrulation [GO:0060027]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; Wnt signaling pathway [GO:0016055]	GO:0005929; GO:0016055; GO:0060027; GO:0060271; GO:0090090; GO:2000095
TRINITY_DN246_c0_g2_i1	0	49	0	97	35.58673407	8.619788528	2.333507201	3.693919832	0.000220823	0.019904877	1	sp	P18101	RL40_DROME	90.6	128	12	0	40	423	1	128	3.5e-61	236.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN932_c1_g1_i21	241	24	48	0	81.00891298	-4.761167443	1.412626029	-3.370437289	0.00075049	0.043176317	2	sp	Q4R562	ARRB1_MACFA	61.9	415	130	4	272	1516	4	390	6.1e-142	507.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13897_c0_g1_i1	0	41	0	80	29.51246333	8.352979527	2.474956476	3.375000574	0.000738155	0.042851867	1	sp	Q4E123	MTR1_TRYCC	31.3	335	194	9	137	1096	46	359	1.2e-30	136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN713_c0_g1_i26	310	23	112	0	112.9589768	-5.371237056	1.253776662	-4.284046129	1.84e-05	0.003870194	2	sp	A4Z943	ZBED5_BOVIN	35.5	557	319	10	552	2144	152	694	1.2e-88	331.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5457_c0_g2_i1	0	37	0	190	53.38812019	8.929851501	2.089913152	4.272833774	1.93e-05	0.003952692	1	sp	Q84M24	AB1A_ARATH	26.5	1791	1023	55	1102	5961	211	1879	4.4e-119	431.8	AB1A_ARATH	reviewed	ABC transporter A family member 1 (ABC transporter ABCA.1) (AtABCA1) (ABC one homolog protein 1) (AtAOH1)	ABCA1 ABC1 AOH1 At2g41700 T32G6.22	Arabidopsis thaliana (Mouse-ear cress)	1882	lipid transport [GO:0006869]	integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]	ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATP binding [GO:0005524]	integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]; ATP binding [GO:0005524]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; lipid transport [GO:0006869]	GO:0005524; GO:0005774; GO:0006869; GO:0016021; GO:0042626
TRINITY_DN7881_c1_g1_i5	219	0	60	0	71.14412382	-9.239105067	1.950371396	-4.737100373	2.17e-06	0.001154394	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN644_c0_g1_i2	0	46	0	98	34.9838348	8.583675721	2.345952411	3.658930029	0.00025327	0.020989914	1	sp	P98158	LRP2_RAT	27.6	185	110	7	509	1054	2787	2950	1e-06	57.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6955_c0_g1_i2	0	25	0	256	65.0574777	8.890597461	2.00329802	4.437980456	9.08e-06	0.002650122	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13413_c0_g1_i8	59	0	68	0	30.44449879	-8.366714157	2.448967202	-3.416425565	0.00063449	0.039171026	3	sp	Q2F637	1433Z_BOMMO	94.2	137	8	0	140	550	4	140	3.7e-63	245.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13413_c0_g1_i8	59	0	68	0	30.44449879	-8.366714157	2.448967202	-3.416425565	0.00063449	0.039171026	3	sp	Q2F637	1433Z_BOMMO	63.8	138	12	1	1966	2379	147	246	2.6e-40	169.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13413_c0_g1_i8	59	0	68	0	30.44449879	-8.366714157	2.448967202	-3.416425565	0.00063449	0.039171026	3	sp	Q2F637	1433Z_BOMMO	67.6	74	24	0	1661	1882	140	213	7.1e-22	108.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN100883_c0_g1_i1	0	41	0	101	34.28181892	8.527122679	2.361217529	3.611324487	0.000304637	0.023508942	1	sp	Q9UHR6	ZNHI2_HUMAN	57.9	38	15	1	64	177	18	54	6.5e-07	56.6	ZNHI2_HUMAN	reviewed	Zinc finger HIT domain-containing protein 2 (Protein FON)	ZNHIT2 C11orf5	Homo sapiens (Human)	403	neurogenesis [GO:0022008]		metal ion binding [GO:0046872]	metal ion binding [GO:0046872]; neurogenesis [GO:0022008]	GO:0022008; GO:0046872
TRINITY_DN3042_c0_g1_i3	0	38	0	90	30.9535736	8.388838406	2.437955649	3.440931507	0.000579715	0.037398902	1	sp	Q72JR7	TAL_THET2	26	262	124	10	136	912	6	200	9.5e-09	63.2	TAL_THET2	reviewed	Probable transaldolase (EC 2.2.1.2)	tal TT_C0701	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	223	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	cytoplasm [GO:0005737]	aldehyde-lyase activity [GO:0016832]; sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity [GO:0004801]	cytoplasm [GO:0005737]; aldehyde-lyase activity [GO:0016832]; sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity [GO:0004801]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	GO:0004801; GO:0005737; GO:0005975; GO:0006098; GO:0016832
TRINITY_DN90_c1_g1_i5	0	92	0	144	58.15783673	9.353166685	2.038514775	4.588226095	4.47e-06	0.001728471	1	sp	Q9LT78	RD21C_ARATH	41.5	313	164	8	148	1062	43	344	7.6e-59	229.6	RD21C_ARATH	reviewed	Probable cysteine protease RD21C (EC 3.4.22.-)	RD21C At3g19390 MLD14.12	Arabidopsis thaliana (Mouse-ear cress)	452			cysteine-type peptidase activity [GO:0008234]	cysteine-type peptidase activity [GO:0008234]	GO:0008234
TRINITY_DN3032_c0_g1_i1	0	41	0	140	43.13919357	8.771389159	2.208508452	3.971634862	7.14e-05	0.009214215	1	sp	Q3EDF8	PPR28_ARATH	24.5	343	237	11	141	1103	207	549	2.8e-17	91.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN83977_c0_g1_i3	2035	7431	4205	10554	5907.543317	1.658952442	0.288672361	5.746835054	9.09e-09	3.23e-05	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN299_c0_g3_i2	0	80	0	223	72.77965246	9.575641031	1.938278974	4.940280094	7.8e-07	0.000666394	1	sp	P78615	FAS2_EMEND	40	2130	920	35	6410	12553	3	1856	0	1325.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11222_c0_g1_i1	0	38	0	120	37.76693872	8.604668333	2.294425095	3.75025027	0.000176658	0.017793978	1	sp	Q9C9C6	RL62_ARATH	53.3	150	65	2	144	578	84	233	9.1e-35	148.7	RL62_ARATH	reviewed	60S ribosomal protein L6-2	RPL6B At1g74060 F2P9.7	Arabidopsis thaliana (Mouse-ear cress)	233	cytoplasmic translation [GO:0002181]; mature ribosome assembly [GO:0042256]; ribosomal large subunit assembly [GO:0000027]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; mature ribosome assembly [GO:0042256]; ribosomal large subunit assembly [GO:0000027]	GO:0000027; GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005730; GO:0022625; GO:0022626; GO:0042256
TRINITY_DN1469_c0_g1_i10	0	63	0	89	37.64322343	8.732591117	2.293610087	3.807356433	0.00014046	0.01503348	1	sp	Q9TW32	PPIB_DICDI	75	168	42	0	113	616	30	197	1e-70	268.9	PPIB_DICDI	reviewed	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Rotamase B)	cypB cyp2 DDB_G0269120	Dictyostelium discoideum (Slime mold)	197	protein folding [GO:0006457]	endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]	GO:0003755; GO:0005783; GO:0006457; GO:0043231
TRINITY_DN332_c0_g2_i3	0	88	0	70	40.24485418	8.799225791	2.249023314	3.912465352	9.14e-05	0.010866699	1	sp	Q03043	KGP24_DROME	66.5	714	214	5	409	2535	395	1088	1.5e-270	934.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN28126_c0_g1_i1	0	53	0	89	34.87651863	8.610776795	2.347452346	3.668136995	0.000244324	0.02073252	1	sp	Q9JK81	MYG1_MOUSE	47	321	144	8	163	1056	44	361	9.3e-80	299.3	MYG1_MOUSE	reviewed	UPF0160 protein MYG1, mitochondrial (Protein Gamm1)	Myg1	Mus musculus (Mouse)	380	locomotory exploration behavior [GO:0035641]	extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]		extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; locomotory exploration behavior [GO:0035641]	GO:0005634; GO:0005654; GO:0005739; GO:0035641; GO:0070062
TRINITY_DN5143_c0_g1_i16	0	63	0	78	35.14498955	8.636186016	2.341270802	3.688674547	0.000225425	0.020005561	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
